gene_symbol	Blood and lymphatic system disorders	Cardiac disorders	Ear and labyrinth disorders	Endocrine disorders	Eye disorders	Gastrointestinal disorders	Hepatobiliary disorders	Immune system disorders	Metabolism and nutrition disorders	Musculoskeletal and connective tissue disorders	Nervous system disorders	Pregnancy, puerperium and perinatal conditions	Renal and urinary disorders	Reproductive system and breast disorders	Respiratory, thoracic and mediastinal disorders	Skin and subcutaneous tissue disorders	Vascular disorders
ACO1	0_confirmed	0.0	0.0	0_confirmed	0.2	0.3	0_confirmed	0.0	0.0	0.1	0.1	0.0	0.2	0_confirmed	0_confirmed	0.0	0.3
ACO2	0.1	0.0	0.2	0.0	0.0	0_confirmed	0_confirmed	0_confirmed	0_confirmed	0.1	0_confirmed	0_confirmed	0_confirmed	0.0	0_confirmed	0.1	0.0
ACOD1	0.0	0.2	0.1	0.1	0.0	0.2	0.0	0.2	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.2	0.2
ACOT1	0.3	0.1	0.0	0.2	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.2	0.1	0.0	0.0	0.1
ACOT11	0.1	0.0	0.0	0.0	0.2	0.0	0.0	0.2	0.2	0.0	0.2	0.1	0.3	0.2	0.2	0.0	0.0
ACOT12	0.0	0_confirmed	0.1	0.1	0.0	0.0	0_confirmed	0.1	0.0	0.3	0.0	0.2	0.3	0.1	0_confirmed	0.0	0_confirmed
ACOT13	0.0	0.0	0.1	0.0	0.3	0.1	0.2	0.1	0.0	0.0	0.1	0.1	0.1	0.1	0.0	0.1	0.0
ACOT2	0.1	0.1	0.0	0.0	0.2	0.0	0.0	0.0	0.3	0.0	0.2	0.0	0.0	0.0	0.0	0.1	0.0
ACOT4	0.2	0.2	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.1	0.3	0.1	0.0	0.0
ACOT6	0.1	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.1	0.1	0.2	0.1	0.1	0.1	0.0	0.0	0.0
ACOT7	0.3	0.0	0.1	0.0	0.3	0.3	0.2	0.2	0.2	0.1	0.1	0.1	0.0	0.2	0.1	0.0	0.2
ACOT8	0_confirmed	0.2	0.0	0.0	0_confirmed	0.0	0_confirmed	0.2	0.0	0.0	0_confirmed	0.2	0_confirmed	0_confirmed	0_confirmed	0_confirmed	0_confirmed
ACOT9	0.0	0.2	0.0	0.3	0.0	0.0	0.3	0.0	0.0	0.0	0.1	0.0	0.1	0.3	0.2	0.1	0.0
ACOX1	0_confirmed	0.0	0.3	0.0	0.1	0.2	0_confirmed	0.0	0.1	0.0	0.0	0.1	0.0	0.2	0.2	0_confirmed	0_confirmed
ACOX2	0.0	0_confirmed	0.0	0_confirmed	0.0	0_confirmed	0.0	0_confirmed	0_confirmed	0.2	0_confirmed	0.2	0_confirmed	0_confirmed	0_confirmed	0_confirmed	0_confirmed
ACOX3	0.0	0_confirmed	0.1	0.3	0.0	0.0	0.1	0.3	0_confirmed	0_confirmed	0_confirmed	0.1	0.1	0_confirmed	0_confirmed	0_confirmed	0.0
ACOXL	0.1	0.2	0.2	0.2	0.0	0.0	0.1	0.0	0.2	0.1	0.1	0.0	0.2	0.2	0.0	0.0	0.1
ACP1	0.3	0.1	0.2	0.2	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.3	0.0	0.1	0.0	0.0	0.0
ACP2	0.2	0.1	0.0	0.1	0.0	0.2	0.0	0.0	0.0	0.3	0.2	0.2	0.0	0.0	0.1	0.2	0.1
ACP3	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.1	0.2	0.2	0.0	0.2	0.0	0.1	0.2	0.1	0.0
ACP4	0.0	0.3	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.1	0.2	0.2	0.2	0.1	0.3	0.0	0.3
ACP5	0.0	0.0	0.2	0.0	0.2	0.0	0.3	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0
ACP6	0.1	0.0	0.1	0.3	0.0	0.2	0.3	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.2	0.3
ACP7	0.1	0.3	0.0	0.1	0.2	0.1	0.2	0.2	0.1	0.2	0.0	0.2	0.0	0.0	0.2	0.2	0.1
ACPP	0.1	0.2	0.1	0.2	0.1	0.1	0.1	0.2	0.2	0.2	0.0	0.2	0.0	0.1	0.1	0.0	0.1
ACPT	0.3	0.1	0.0	0.1	0.0	0.0	0.1	0.1	0.0	0.0	0.1	0.1	0.1	0.0	0.2	0.2	0.2
ACR	0.3	0.2	0.0	0.2	0.1	0.2	0.1	0.0	0.2	0.1	0.0	0.0	0.2	0.0	0.0	0.0	0.0
ACRBP	0.1	0.2	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.3	0.0	0.0	0.0	0.0	0.0	0.0
ACRV1	0.0	0.1	0.0	0.0	0.0	0.2	0.1	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.0	0.0	0.0
ACSBG1	0.1	0.3	0.0	0.0	0.1	0.1	0.0	0.0	0.2	0.3	0.1	0.3	0.0	0.0	0.0	0.1	0.1
ACSBG2	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.3	0.0	0.0	0.0	0.2	0.2	0.1	0.0	0.0
ACSF2	0.1	0.0	0.0	0.1	0.0	0.0	0.3	0.0	0.2	0.0	0.2	0.3	0.0	0.0	0.1	0.1	0.1
ACSF3	0.2	0.0	0.0	0.1	0.0	0.0	0.2	0.1	0.0	0.2	0.2	0.0	0.1	0.1	0.2	0.0	0.0
ACSL1	0.1	0.1	0.2	0.2	0.2	0.0	0.0	0.1	0.3	0.1	0.1	0.1	0.3	0.2	0.0	0.2	0.1
ACSL3	0.1	0.0	0.1	0.1	0.1	0.0	0.2	0.1	0.1	0.1	0.0	0.2	0.1	0.0	0.0	0.0	0.2
ACSL4	0.3	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.3	0.1	0.1	0.1	0.1	0.1	0.0	0.0	0.1
ACSL5	0.1	0.0	0.0	0.0	0.1	0.1	0.2	0.2	0.1	0.0	0.2	0.0	0.0	0.0	0.1	0.0	0.0
ACSL6	0.0	0.3	0.2	0.1	0.0	0.0	0.0	0.0	0.2	0.0	0.2	0.1	0.0	0.2	0.1	0.0	0.2
ACSM1	0_confirmed	0_confirmed	0.2	0.0	0.1	0_confirmed	0_confirmed	0.0	0_confirmed	0.0	0.0	0_confirmed	0.1	0.0	0.0	0.0	0_confirmed
ACSM2A	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.3	0.0	0.0	0.3	0.1	0.2	0.3	0.0	0.2	0.2
ACSM2B	0.1	0.1	0.1	0_confirmed	0.0	0.2	0.2	0_confirmed	0_confirmed	0.0	0.2	0.1	0_confirmed	0_confirmed	0.0	0_confirmed	0_confirmed
ACSM3	0.1	0.1	0.1	0.1	0.2	0.2	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.1	0.1
ACSM4	0.2	0.1	0.0	0.2	0.3	0.2	0.1	0.1	0.2	0.2	0.1	0.2	0.0	0.1	0.1	0.2	0.0
ACSM5	0.1	0.1	0.0	0.2	0.0	0.1	0.1	0.3	0.1	0.1	0.1	0.1	0.2	0.1	0.0	0.1	0.1
ACSM6	0.0	0.1	0.1	0.0	0.1	0.0	0.2	0.2	0.0	0.0	0.1	0.0	0.0	0.0	0.3	0.1	0.0
ACSS1	0.0	0.2	0.1	0.2	0.1	0.0	0.2	0_confirmed	0_confirmed	0_confirmed	0_confirmed	0.0	0_confirmed	0_confirmed	0.3	0_confirmed	0_confirmed
ACSS2	1_confirmed	0.2	0.1	0.1	0.2	0.3	0.1	0.1	0.1	0.1	0.1	0_confirmed	0.1	0.2	0.2	0.1	0.3
ACSS3	0.1	0.3	0.2	0.1	0.0	0.1	0.2	0.2	0_confirmed	0.0	0_confirmed	0.0	0_confirmed	0_confirmed	0.0	0.0	0.0
ACTA1	0.0	0.0	0.0	0.0	0.3	0.2	0.0	0.0	0.1	0.0	0.0	0.1	0.1	0.2	0.1	0.0	0.2
ACTA2	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.2	0.1	0.0	0.0	0.0	0.0	0.0
ACTB	0.0	0.0	0.2	0.0	0.2	0.0	0.0	0.3	0.0	0.0	0.0	0.1	0.2	0.3	0.0	0.0	0.0
ACTBL2	0.1	0.0	0.0	0.0	0.3	0.1	0.1	0.1	0.0	0.2	0.2	0.1	0.0	0.0	0.0	0.0	0.2
ACTC1	0.0	0.0	0.1	0.0	0.0	0.0	0.2	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.2
ACTG1	0_confirmed	0.0	0_confirmed	0.2	0_confirmed	0_confirmed	0.1	0.0	0_confirmed	0.0	0.1	0_confirmed	0.2	0_confirmed	0_confirmed	0_confirmed	0_confirmed
ACTG2	0.0	0.1	0.0	0.2	0.2	0.0	0.2	0.0	0.0	0.1	0.2	0.2	0.1	0.3	0.0	0.0	0.0
ACTL10	0.0	0.0	0.0	0.3	0.0	0.0	0.2	0.0	0.0	0.0	0.1	0.1	0.2	0.0	0.0	0.2	0.2
ACTL6A	0.2	0.2	0.2	0.0	0.1	0.0	0.3	0.0	0.2	0.1	0.1	0.1	0.0	0.1	0.0	0.1	0.2
ACTL6B	0.0	0.2	0.0	0.0	0.1	0.1	0.1	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.0
ACTL7A	0.3	0.0	0.1	0.0	0.2	0.1	0.1	0.1	0.0	0.0	0.0	0.0	0.2	0.0	0.2	0.3	0.1
ACTL7B	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.2	0.0	0.0	0.1	0.2	0.1	0.0
ACTL8	0.1	0.0	0.2	0.1	0.0	0.3	0.2	0.0	0.1	0.0	0.3	0.3	0.1	0.0	0.0	0.0	0.3
ACTL9	0.0	0.2	0.2	0.2	0.2	0.1	0.2	0.0	0.0	0.0	0.1	0.2	0.0	0.2	0.0	0.0	0.2
ACTN1	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.1	0.1	0.1	0.3	0.1	0.0	0.2	0.0	0.2
ACTN2	0.0	0.1	0.0	0.1	0.1	0.1	0.1	0.0	0.0	0.0	0.0	0.5	0.2	0.0	0.1	0.0	0.0
ACTN3	0.1	0.3	0.0	0.0	0.2	0.2	0.0	0.1	0.0	0.1	0.0	0.0	0.2	0.0	0.1	0.1	0.1
ACTN4	0.1	0.0	0.1	0.0	0.0	0.1	0.1	0.1	0.0	0.2	0.1	0.0	0.2	0.0	0.0	0.1	0.0
ACTR10	0.1	0.1	0.3	0.0	0.1	0.1	0.0	0.2	0.1	0.1	0.0	0.2	0.2	0.0	0.2	0.0	0.2
ACTR1A	0.0	0.0	0.1	0.2	0.2	0.0	0.0	0.1	0.0	0.1	0.1	0.1	0.1	0.2	0.2	0.0	0.1
ACTR1B	0.0	0.2	0.1	0.0	0.0	0.2	0.0	0.1	0.1	0.1	0.2	0.2	0.3	0.1	0.1	0.0	0.0
ACTR2	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.2	0.0	0.0	0.0
ACTR3	0.2	0.1	0.1	0.0	0.1	0.2	0.0	0.0	0.0	0.3	0.1	0.1	0.0	0.3	0.0	0.0	0.2
ACTR3B	0.0	0.0	0.1	0.3	0.1	0.1	0.1	0.0	0.1	0.3	0.0	0.1	0.1	0.2	0.1	0.2	0.2
ACTR3C	0.0	0.0	0.0	0.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.2	0.0	0.0	0.0	0.1	0.1
ACTR5	0.0	0.1	0.0	0.0	0.0	0.3	0.0	0.2	0.1	0.2	0.0	0.2	0.3	0.0	0.1	0.3	0.0
ACTR6	0.3	0.0	0.2	0.2	0.1	0.1	0.1	0.0	0.2	0.0	0.0	0.2	0.0	0.1	0.0	0.1	0.2
ACTR8	0.0	0.2	0.2	0.1	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.2	0.1	0.2	0.1	0.1	0.1
ACTRT1	0.2	0.2	0.0	0.2	0.3	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.1	0.0	0.3	0.1
ACTRT2	0.0	0.1	0.0	0.1	0.1	0.2	0.0	0.1	0.0	0.2	0.0	0.0	0.2	0.0	0.0	0.0	0.2
ACTRT3	0.1	0.2	0.2	0.2	0.3	0.0	0.0	0.2	0.2	0.0	0.2	0.1	0.3	0.1	0.1	0.1	0.1
ACVR1	0.0	0.2	0.0	0.1	0.1	0.1	0.2	0.0	0.2	0.1	0.2	0.2	0.2	0.0	0.2	0.2	0.1
ACVR1B	0.1	0.1	0.1	0.2	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.0	0.0	0.1
ACVR1C	0.1	0.3	0.0	0.0	0.1	0.2	0.0	0.2	0.1	0.1	0.0	0.1	0.0	0.0	0.1	0.2	0.0
ACVR2A	0.1	0.1	0.1	0.0	0.0	0.1	0.0	0.3	0.1	0.0	0.1	0.1	0.0	0.0	0.1	0.1	0.2
ACVR2B	0.0	0.1	0.2	0.1	0.0	0.0	0.1	0.1	0.3	0.0	0.0	0.1	0.1	0.0	0.1	0.1	0.0
ACVRL1	0.0	0.2	0.3	0.2	0.0	0.1	0.3	0.1	0.1	0.0	0.2	0.0	0.0	0.0	0.2	0.1	0.0
ACY1	0.2	0.2	0.1	0.0	0.0	0.0	0.2	0.1	0.1	0.0	0.0	0.1	0.1	0.0	0.1	0.2	0.0
ACY3	0.0	0.1	0.0	0.1	0.1	0.1	0.3	0.4	0.1	0.2	0.1	0.1	0.1	0.2	0.3	0.1	0.1
ACYP1	0_confirmed	0.0	0.0	0_confirmed	0_confirmed	0.0	0.2	0_confirmed	0_confirmed	0_confirmed	0_confirmed	0.1	0.0	0_confirmed	0_confirmed	0_confirmed	0.0
ACYP2	0.1	0_confirmed	0.0	0.0	0.3	0_confirmed	0.1	0_confirmed	0_confirmed	0_confirmed	0_confirmed	0.0	0.0	0.1	0.1	0_confirmed	0.0
AD5	0.2	0.1	0.1	0.1	0.0	0.0	0.3	0.0	0.0	0.0	0.1	0.3	0.0	0.0	0.1	0.0	0.0
ADA	1.0	0.9	0.7	0.1	0.8	0.8	1.0	0.8	1.0	0.7	0.9	0.1	0.8	0.2	1.0	1.0	1.0
ADA2	0.1	0.1	0.1	0.2	0.1	0.0	0.1	0.2	0.0	0.2	0.1	0.2	0.1	0.0	0.0	0.0	0.0
ADAD1	0.0	0.2	0.2	0.2	0.2	0.1	0.2	0.1	0.3	0.2	0.0	0.0	0.3	0.0	0.2	0.0	0.2
ADAD2	0.1	0.0	0.1	0.2	0.1	0.2	0.0	0.1	0.0	0.3	0.0	0.2	0.1	0.2	0.2	0.0	0.0
ADAL	0.1	0.2	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.2
ADAM10	0.0	0.2	0.2	0.2	0.1	0.2	0.1	0.2	0.9	0.4	0.4	0.6	0.2	0.1	0.2	0.5	0.0
ADAM11	0.1	0.0	0.3	0.0	0.0	0.1	0.1	0.0	0.1	0.1	0.0	0.1	0.0	0.3	0.0	0.0	0.0
ADAM12	0.1	0.0	0.3	0.0	0.1	0.1	0.0	0.1	0.1	0.0	0.2	0.0	0.1	0.0	0.2	0.1	0.0
ADAM15	0.0	0.0	0.2	0.1	0.1	0.0	0.2	0.1	0.3	0.2	0.0	0.2	0.0	0.1	0.1	0.2	0.1
ADAM17	0.0	0.1	0.2	0.0	0.1	0.1	0.0	0.1	0.1	0.3	0.1	0.5	0.0	0.0	0.1	0.2	0.0
ADAM18	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.1	0.1	0.0	0.2	0.0	0.2	0.0	0.0	0.0	0.2
ADAM19	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.1	0.2	0.0	0.2	0.0	0.2	0.2	0.2
ADAM2	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.1	0.0	0.0	0.0	0.2	0.1	0.0	0.0	0.0	0.2
ADAM20	0.0	0.2	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.1	0.0	0.0	0.1	0.1	0.2
ADAM21	0.3	0.0	0.3	0.0	0.0	0.1	0.1	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.1
ADAM22	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.1	0.0	0.2	0.1	0.0	0.2	0.3	0.2
ADAM23	0.0	0.0	0.1	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.1	0.0	0.0	0.2	0.0	0.1	0.0
ADAM28	0.3	0.3	0.0	0.0	0.2	0.0	0.2	0.0	0.1	0.1	0.0	0.1	0.1	0.0	0.1	0.3	0.2
ADAM29	0.0	0.1	0.0	0.0	0.0	0.2	0.2	0.2	0.0	0.2	0.2	0.2	0.2	0.3	0.1	0.1	0.2
ADAM30	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.2	0.0	0.0	0.3	0.2	0.0	0.3	0.0	0.1	0.0
ADAM32	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.2	0.0	0.3	0.0	0.3	0.2	0.3	0.1	0.0
ADAM33	0.0	0.1	0.1	0.1	0.2	0.0	0.0	0.2	0.0	0.3	0.0	0.1	0.0	0.0	0.0	0.2	0.0
ADAM5	0.2	0.2	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.3	0.2	0.1	0.0	0.0	0.1	0.0
ADAM7	0.0	0.2	0.0	0.0	0.1	0.0	0.2	0.0	0.0	0.1	0.1	0.1	0.0	0.1	0.0	0.1	0.0
ADAM8	0.2	0.0	0.0	0.0	0.0	0.2	0.1	0.3	0.1	0.0	0.0	0.0	0.3	0.3	0.3	0.0	0.2
ADAM9	0.2	0.1	0.0	0.0	0.0	0.0	0.2	0.2	0.0	0.2	0.1	0.0	0.1	0.2	0.0	0.2	0.1
ADAMDEC1	0.1	0.1	0.2	0.3	0.3	0.2	0.2	0.2	0.1	0.1	0.0	0.0	0.2	0.0	0.0	0.0	0.1
ADAMTS1	0_confirmed	0_confirmed	0.3	0.0	0.0	0.1	0.2	0.1	0_confirmed	0.0	0.0	0.3	0.0	0_confirmed	0.0	0_confirmed	0_confirmed
ADAMTS10	0.3	0.1	0.0	0.3	0.1	0.0	0.0	0.1	0.0	0.0	0.2	0.2	0.1	0.0	0.3	0.0	0.0
ADAMTS12	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.1	0.0	0.0	0.3	0.0	0.1	0.0	0.0	0.2	0.1
ADAMTS13	0.1	0_confirmed	0.1	0.1	0.1	0_confirmed	0.2	0.3	0.0	0_confirmed	0.1	0.1	0.3	0.0	0.3	0.1	0_confirmed
ADAMTS14	0.1	0.2	0.0	0.0	0.1	0.1	0.0	0.1	0.2	0.0	0.2	0.0	0.1	0.0	0.0	0.1	0.0
ADAMTS15	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.0	0.2	0.2	0.1	0.3	0.0	0.2	0.0	0.1	0.0
ADAMTS16	0.1	0.3	0.2	0.0	0.2	0.0	0.0	0.1	0.1	0.2	0.2	0.0	0.2	0.1	0.0	0.0	0.0
ADAMTS17	0.0	0.0	0.1	0.1	0.1	0.0	0.1	0.2	0.0	0.2	0.1	0.2	0.0	0.1	0.0	0.2	0.2
ADAMTS18	0.2	0.3	0.0	0.0	0.2	0.3	0.1	0.0	0.0	0.0	0.0	0.3	0.2	0.2	0.3	0.0	0.1
ADAMTS19	0.0	0.0	0.1	0.0	0.3	0.1	0.0	0.0	0.2	0.2	0.1	0.2	0.2	0.2	0.1	0.2	0.1
ADAMTS2	0.1	0.0	0.1	0.0	0.0	0.0	0.1	0.1	0.0	0.1	0.0	0.2	0.1	0.1	0.1	0.0	0.1
ADAMTS20	0.2	0.0	0.1	0.2	0.0	0.0	0.3	0.0	0.0	0.0	0.1	0.0	0.3	0.2	0.2	0.0	0.0
ADAMTS3	0.1	0.0	0.0	0.0	0.2	0.0	0.3	0.2	0.0	0.2	0.1	0.0	0.2	0.0	0.1	0.0	0.0
ADAMTS4	0.2	0.2	0.0	0.0	0.1	0.0	0.2	0.0	0.1	0.1	0.1	0.1	0.0	0.0	0.0	0.1	0.1
ADAMTS5	0.0	0.1	0.1	0.2	0.1	0.0	0.1	0.1	0.1	0.0	0.0	0.0	0.0	0.2	0.0	0.1	0.1
ADAMTS6	0.0	0.1	0.1	0.0	0.2	0.0	0.0	0.0	0.1	0.0	0.3	0.2	0.1	0.3	0.1	0.1	0.0
ADAMTS7	0.2	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.3	0.1	0.0	0.0	0.1	0.1
ADAMTS8	0.2	0.1	0.0	0.1	0.1	0.2	0.0	0.1	0.2	0.0	0.1	0.0	0.0	0.0	0.0	0.2	0.0
ADAMTS9	0.2	0.0	0.3	0.0	0.0	0.2	0.0	0.0	0.0	0.1	0.3	0.0	0.0	0.0	0.0	0.1	0.1
ADAMTSL1	0.1	0.0	0.0	0.0	0.0	0.2	0.3	0.2	0.0	0.2	0.2	0.1	0.1	0.1	0.1	0.2	0.1
ADAMTSL2	0.0	0.0	0.1	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.1	0.1	0.1	0.0	0.2	0.1	0.1
ADAMTSL3	0.0	0.1	0.2	0.1	0.0	0.0	0.0	0.1	0.0	0.2	0.2	0.1	0.2	0.2	0.0	0.0	0.1
ADAMTSL4	0.3	0.0	0.1	0.1	0.1	0.1	0.0	0.0	0.2	0.1	0.0	0.0	0.0	0.0	0.0	0.3	0.0
ADAMTSL5	0.0	0.0	0.1	0.2	0.2	0.1	0.0	0.1	0.0	0.0	0.1	0.3	0.2	0.2	0.0	0.0	0.2
ADAP1	0.1	0.2	0.0	0.0	0.1	0.2	0.1	0.1	0.2	0.1	0.2	0.2	0.0	0.1	0.0	0.0	0.2
ADAP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.1	0.2	0.3	0.2	0.1	0.0	0.0
ADAR	0_confirmed	0.0	0.0	0_confirmed	0.0	0.0	0.0	0.0	0_confirmed	0.1	0.2	0.0	0.0	0.2	0.0	0_confirmed	0.2
ADARB1	0_confirmed	0_confirmed	0_confirmed	0.0	0.1	0_confirmed	0.2	0.1	0.1	0.1	0.1	0_confirmed	0_confirmed	0.2	0_confirmed	0_confirmed	0_confirmed
ADARB2	0.0	0.2	0.2	0.2	0.0	0.3	0.1	0.1	0.1	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0
ADAT1	0_confirmed	0.1	0.2	0.0	0.3	0_confirmed	0.2	0.1	0_confirmed	0_confirmed	0_confirmed	0.2	0_confirmed	0.1	0_confirmed	0_confirmed	0_confirmed
ADAT2	0.0	0.1	0.0	0.1	0.0	0.2	0.0	0.0	0.2	0.0	0.2	0.2	0.0	0.1	0.1	0.2	0.0
ADAT3	0_confirmed	0.0	0.1	0.0	0.2	0.0	0.1	0.0	0_confirmed	0.2	0_confirmed	0_confirmed	0.0	0.0	0_confirmed	0_confirmed	0_confirmed
ADCK1	0.0	0.1	0.1	0.0	0.3	0.1	0.1	0.0	0.0	0.1	0.2	0.2	0.0	0.0	0.1	0.0	0.1
ADCK2	0.1	0.1	0.1	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.0	0.0	0.2	0.0
ADCK5	0.1	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.0	0.1	0.2	0.1	0.2	0.2	0.0	0.1
ADCY1	0.1	0.1	0.2	0.5	0.1	0.2	0.4	0.4	0.1	0.3	0.3	0.1	0.1	0.2	0.5	0.2	0.4
ADCY10	0.9	0.9	0.3	1.0	0.9	0.8	0.9	0.8	0.9	1.0	1_confirmed	0.0	0.9	1_confirmed	0.9	0.9	1.0
ADCY2	0.3	0.2	0.1	0.7	0.1	0.2	0.3	0.5	0.4	0.3	0.2	0.1	0.0	0.1	0.2	0.2	0.5
ADCY3	0.2	0.1	0.1	0.1	0.0	0.1	0.1	0.0	0.1	0.0	0.1	0_confirmed	0.1	0_confirmed	0.1	0.1	0.3
ADCY4	0.1	0.0	0.2	0.1	0.0	0.2	0.2	0.0	0.0	0.1	0.1	0.1	0.1	0.1	0.0	0.1	0.1
ADCY5	0.3	0.1	0.0	0.6	0.3	0.2	0.1	0.2	0.1	0.0	0.1	0.2	0.0	0.0	0.1	0.2	0.1
ADCY6	0.1	0.1	0.2	0.2	0.0	0.1	0.1	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.2
ADCY7	0.2	0.0	0.0	0.2	0.0	0.0	0.1	0.1	0.1	0.1	0.2	0.0	0.0	0.3	0.1	0.1	0.1
ADCY8	0.1	0.0	0.1	0.2	0.2	0.1	0.1	0.1	0.1	0.0	0.1	0.0	0.1	0.3	0.0	0.1	0.3
ADCY9	0.1	0.2	0.1	0.2	0.0	0.2	0.1	0.1	0.0	0.0	0.1	0.1	0.0	0_confirmed	0.1	0.0	0.1
ADCYAP1	0.2	0.1	0.2	0.1	0.2	0.1	0.0	0.0	0.2	0.2	0.0	0.1	0.0	0.0	0.0	0.0	0.0
ADCYAP1R1	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.1	0.1	0.0	0.1	0.3	0.1	0.1	0.3	0.0	0.0
ADD1	0.0	0.1	0.1	0.3	0.1	0.1	0.1	1_confirmed	1_confirmed	0.0	0.1	0.3	1_confirmed	0.2	0.1	1_confirmed	0.1
ADD2	0.2	0.2	0.1	0.2	0.0	0.2	0.1	0.2	0.2	0.0	0.1	0.2	0.4	0.1	0.3	0.0	0.2
ADD3	0.2	0.1	0.0	0.1	0.1	0.0	0.2	0.2	0.2	0.1	0.0	0.0	0.2	0.0	0.0	0.1	0.1
ADGB	0.0	0.1	0.0	0.0	0.2	0.0	0.3	0.0	0.1	0.0	0.2	0.1	0.0	0.0	0.3	0.0	0.2
ADGRA1	0.0	0.0	0.3	0.0	0.0	0.2	0.2	0.0	0.1	0.0	0.0	0.0	0.1	0.1	0.2	0.1	0.3
ADGRA2	0.0	0.0	0.2	0.1	0.0	0.2	0.1	0.0	0.2	0.1	0.0	0.1	0.0	0.1	0.2	0.0	0.0
ADGRA3	0.2	0.1	0.0	0.0	0.0	0.1	0.2	0.2	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.3	0.0
ADGRB1	0.1	0.2	0.0	0.1	0.1	0.0	0.1	0.1	0.1	0.0	0.1	0.1	0.1	0.1	0.0	0.1	0.0
ADGRB2	0.0	0.0	0.1	0.2	0.0	0.0	0.0	0.1	0.0	0.1	0.1	0.3	0.1	0.2	0.0	0.0	0.0
ADGRB3	0.0	0.0	0.2	0.1	0.0	0.2	0.0	0.1	0.2	0.2	0.0	0.0	0.0	0.0	0.0	0.1	0.1
ADGRD1	0.0	0.0	0.2	0.1	0.1	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.0
ADGRD2	0.0	0.1	0.0	0.2	0.1	0.1	0.0	0.1	0.2	0.0	0.0	0.2	0.1	0.1	0.0	0.0	0.0
ADGRE1	0.0	0.1	0.2	0.1	0.1	0.0	0.0	0.2	0.3	0.0	0.2	0.0	0.1	0.0	0.2	0.0	0.1
ADGRE2	0.0	0.2	0.0	0.0	0.0	0.0	0.2	0.1	0.2	0.1	0.1	0.0	0.1	0.1	0.3	0.1	0.0
ADGRE3	0.1	0.1	0.0	0.1	0.2	0.0	0.1	0.2	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
